名称,类型,父记录,行政区划代码,父级行政区划代码
跃龙社区,社区/村,虹桥街道,320613005010,320613005000
新东社区,社区/村,虹桥街道,320613005011,320613005000
新中社区,社区/村,虹桥街道,320613005012,320613005000
新西社区,社区/村,虹桥街道,320613005013,320613005000
学田苑社区,社区/村,学田街道,320613006001,320613006000
紫荆花社区,社区/村,学田街道,320613006002,320613006000
千禧园社区,社区/村,学田街道,320613006003,320613006000
学田北苑社区,社区/村,学田街道,320613006004,320613006000
南川园社区,社区/村,学田街道,320613006005,320613006000
果园社区,社区/村,学田街道,320613006006,320613006000
学田社区,社区/村,学田街道,320613006007,320613006000
百花村社区,社区/村,钟秀街道,320613007001,320613007000
城北村社区,社区/村,钟秀街道,320613007002,320613007000
郭里头村社区,社区/村,钟秀街道,320613007004,320613007000
联合村社区,社区/村,钟秀街道,320613007006,320613007000
生建村社区,社区/村,钟秀街道,320613007007,320613007000
校西村社区,社区/村,钟秀街道,320613007008,320613007000
校北村社区,社区/村,钟秀街道,320613007009,320613007000
中心村社区,社区/村,钟秀街道,320613007010,320613007000
运河社区,社区/村,钟秀街道,320613007011,320613007000
厂北社区,社区/村,文峰街道,320613008001,320613008000
新城小区社区,社区/村,文峰街道,320613008002,320613008000
凤凰社区,社区/村,文峰街道,320613008003,320613008000
厂南社区,社区/村,文峰街道,320613008004,320613008000
春晖社区,社区/村,文峰街道,320613008005,320613008000
城南社区,社区/村,文峰街道,320613008006,320613008000
五一社区,社区/村,文峰街道,320613008007,320613008000
红星村社区,社区/村,文峰街道,320613008008,320613008000
三里墩社区,社区/村,文峰街道,320613008011,320613008000
鲍家桥社区,社区/村,文峰街道,320613008012,320613008000
果园村社区,社区/村,文峰街道,320613008013,320613008000
光明社区,社区/村,文峰街道,320613008014,320613008000
中央商务区社区,社区/村,文峰街道,320613008015,320613008000
中桥社区,社区/村,观音山街道,320613009001,320613009000
