名称,类型,父记录,行政区划代码,父级行政区划代码
黄山村委会,社区/村,岚山镇,320324104208,320324104000
大魏村委会,社区/村,岚山镇,320324104210,320324104000
胡庄村委会,社区/村,岚山镇,320324104211,320324104000
韩一村委会,社区/村,岚山镇,320324104212,320324104000
邢圩村委会,社区/村,岚山镇,320324104214,320324104000
吴桥村委会,社区/村,岚山镇,320324104215,320324104000
河湾村委会,社区/村,岚山镇,320324104217,320324104000
袁楼村委会,社区/村,岚山镇,320324104218,320324104000
王门村委会,社区/村,岚山镇,320324104219,320324104000
老新庄村委会,社区/村,岚山镇,320324104220,320324104000
东圩社区居委会,社区/村,李集镇,320324105001,320324105000
西圩社区居委会,社区/村,李集镇,320324105002,320324105000
花厅社区居委会,社区/村,李集镇,320324105003,320324105000
轴山社区居委会,社区/村,李集镇,320324105004,320324105000
张刘村委会,社区/村,李集镇,320324105203,320324105000
一里王村委会,社区/村,李集镇,320324105204,320324105000
大周村委会,社区/村,李集镇,320324105205,320324105000
李潘圩村委会,社区/村,李集镇,320324105206,320324105000
王铺村委会,社区/村,李集镇,320324105207,320324105000
柳圩村委会,社区/村,李集镇,320324105208,320324105000
郝庄村委会,社区/村,李集镇,320324105209,320324105000
徐厂村委会,社区/村,李集镇,320324105210,320324105000
三里村委会,社区/村,李集镇,320324105211,320324105000
庄河村委会,社区/村,李集镇,320324105212,320324105000
袁肖村委会,社区/村,李集镇,320324105213,320324105000
周汪村委会,社区/村,李集镇,320324105214,320324105000
桃园社区居委会,社区/村,桃园镇,320324106001,320324106000
仔仙社区居委会,社区/村,桃园镇,320324106002,320324106000
朱集社区居委会,社区/村,桃园镇,320324106004,320324106000
朱彭社区居委会,社区/村,桃园镇,320324106005,320324106000
魏洼村委会,社区/村,桃园镇,320324106202,320324106000
任庙村委会,社区/村,桃园镇,320324106203,320324106000
散卓村委会,社区/村,桃园镇,320324106204,320324106000
袁海村委会,社区/村,桃园镇,320324106206,320324106000
小时村委会,社区/村,桃园镇,320324106207,320324106000
宋楼村委会,社区/村,桃园镇,320324106208,320324106000
丁牙村委会,社区/村,桃园镇,320324106209,320324106000
彭井村委会,社区/村,桃园镇,320324106210,320324106000
桃李村委会,社区/村,桃园镇,320324106211,320324106000
陈集村委会,社区/村,桃园镇,320324106212,320324106000
后台村委会,社区/村,桃园镇,320324106213,320324106000
姚洼村委会,社区/村,桃园镇,320324106214,320324106000
蒋胡村委会,社区/村,桃园镇,320324106215,320324106000
常台村委会,社区/村,桃园镇,320324106216,320324106000
马场村委会,社区/村,桃园镇,320324106217,320324106000
袁店村委会,社区/村,桃园镇,320324106218,320324106000
苏河村委会,社区/村,桃园镇,320324106222,320324106000
吕洼村委会,社区/村,桃园镇,320324106224,320324106000
王桥村委会,社区/村,桃园镇,320324106226,320324106000
刘楼村委会,社区/村,桃园镇,320324106227,320324106000
金庄村委会,社区/村,桃园镇,320324106228,320324106000
官山社区居委会,社区/村,官山镇,320324107001,320324107000
龙山社区居委会,社区/村,官山镇,320324107002,320324107000
汤集社区居委会,社区/村,官山镇,320324107003,320324107000
大吕社区居委会,社区/村,官山镇,320324107004,320324107000
吴桥社区居委会,社区/村,官山镇,320324107005,320324107000
黄圩社区居委会,社区/村,官山镇,320324107006,320324107000
张洪社区居委会,社区/村,官山镇,320324107007,320324107000
岳店社区居委会,社区/村,官山镇,320324107008,320324107000
窦庄村委会,社区/村,官山镇,320324107203,320324107000
魏楼村委会,社区/村,官山镇,320324107204,320324107000
赵山村委会,社区/村,官山镇,320324107207,320324107000
荆山村委会,社区/村,官山镇,320324107208,320324107000
张山村委会,社区/村,官山镇,320324107209,320324107000
宋山村委会,社区/村,官山镇,320324107213,320324107000
水张村委会,社区/村,官山镇,320324107214,320324107000
张集村委会,社区/村,官山镇,320324107215,320324107000
前黄村委会,社区/村,官山镇,320324107216,320324107000
楼张村委会,社区/村,官山镇,320324107217,320324107000
田李村委会,社区/村,官山镇,320324107218,320324107000
杨怀村委会,社区/村,官山镇,320324107220,320324107000
灯塔村委会,社区/村,官山镇,320324107221,320324107000
联合村委会,社区/村,官山镇,320324107222,320324107000
曙光村委会,社区/村,官山镇,320324107223,320324107000
三烈村委会,社区/村,官山镇,320324107224,320324107000
高南社区居委会,社区/村,高作镇,320324108004,320324108000
高作社区居委会,社区/村,高作镇,320324108005,320324108000
滕庄社区居委会,社区/村,高作镇,320324108010,320324108000
曹庄社区居委会,社区/村,高作镇,320324108011,320324108000
官杨社区居委会,社区/村,高作镇,320324108012,320324108000
八里社区居委会,社区/村,高作镇,320324108013,320324108000
双庄社区居委会,社区/村,高作镇,320324108014,320324108000
小仝社区居委会,社区/村,高作镇,320324108015,320324108000
单湾社区居委会,社区/村,高作镇,320324108016,320324108000
三张社区居委会,社区/村,高作镇,320324108017,320324108000
腊园社区居委会,社区/村,高作镇,320324108018,320324108000
周楼社区居委会,社区/村,高作镇,320324108019,320324108000
石墩村委会,社区/村,高作镇,320324108205,320324108000
夏庙村委会,社区/村,高作镇,320324108208,320324108000
姚绳村委会,社区/村,高作镇,320324108214,320324108000
大庄村委会,社区/村,高作镇,320324108216,320324108000
张皮村委会,社区/村,高作镇,320324108217,320324108000
金塘村委会,社区/村,高作镇,320324108218,320324108000
后刘村委会,社区/村,高作镇,320324108219,320324108000
季庄村委会,社区/村,高作镇,320324108220,320324108000
沙集社区居委会,社区/村,沙集镇,320324109001,320324109000
东风社区居委会,社区/村,沙集镇,320324109002,320324109000
沙圩社区居委会,社区/村,沙集镇,320324109003,320324109000
和平社区居委会,社区/村,沙集镇,320324109004,320324109000
朱庙村委会,社区/村,沙集镇,320324109204,320324109000
余圩村委会,社区/村,沙集镇,320324109205,320324109000
三丁村委会,社区/村,沙集镇,320324109206,320324109000
仝圩村委会,社区/村,沙集镇,320324109207,320324109000
杨瓦村委会,社区/村,沙集镇,320324109208,320324109000
丁陈村委会,社区/村,沙集镇,320324109209,320324109000
大顾村委会,社区/村,沙集镇,320324109210,320324109000
夏圩村委会,社区/村,沙集镇,320324109211,320324109000
商湖村委会,社区/村,沙集镇,320324109212,320324109000
魏集村委会,社区/村,沙集镇,320324109213,320324109000
兴国村委会,社区/村,沙集镇,320324109215,320324109000
陆园村委会,社区/村,沙集镇,320324109216,320324109000
蔡吴村委会,社区/村,沙集镇,320324109217,320324109000
凌城社区居委会,社区/村,凌城镇,320324110001,320324110000
民主社区居委会,社区/村,凌城镇,320324110002,320324110000
镇北社区居委会,社区/村,凌城镇,320324110003,320324110000
张付社区居委会,社区/村,凌城镇,320324110004,320324110000
陶炉社区居委会,社区/村,凌城镇,320324110005,320324110000
杨圩社区居委会,社区/村,凌城镇,320324110006,320324110000
凌东村委会,社区/村,凌城镇,320324110205,320324110000
杜沈村委会,社区/村,凌城镇,320324110206,320324110000
王集村委会,社区/村,凌城镇,320324110207,320324110000
新楼村委会,社区/村,凌城镇,320324110208,320324110000
沙庄村委会,社区/村,凌城镇,320324110209,320324110000
方庄村委会,社区/村,凌城镇,320324110211,320324110000
胜利村委会,社区/村,凌城镇,320324110212,320324110000
李圩村委会,社区/村,凌城镇,320324110213,320324110000
新李村委会,社区/村,凌城镇,320324110214,320324110000
孙薛村委会,社区/村,凌城镇,320324110215,320324110000
秦圩村委会,社区/村,凌城镇,320324110216,320324110000
棋杆村委会,社区/村,凌城镇,320324110217,320324110000
凌闸村委会,社区/村,凌城镇,320324110218,320324110000
永丰村委会,社区/村,凌城镇,320324110219,320324110000
河东村委会,社区/村,凌城镇,320324110220,320324110000
龙河村委会,社区/村,凌城镇,320324110221,320324110000
凌龙村委会,社区/村,凌城镇,320324110222,320324110000
前刘村委会,社区/村,凌城镇,320324110223,320324110000
陈李村委会,社区/村,凌城镇,320324110224,320324110000
邱集社区居委会,社区/村,邱集镇,320324111001,320324111000
碾盘社区居委会,社区/村,邱集镇,320324111002,320324111000
王林社区居委会,社区/村,邱集镇,320324111003,320324111000
姚圩社区居委会,社区/村,邱集镇,320324111004,320324111000
倪庄社区居委会,社区/村,邱集镇,320324111005,320324111000
胡庙村委会,社区/村,邱集镇,320324111201,320324111000
王楼村委会,社区/村,邱集镇,320324111202,320324111000
鲍楼村委会,社区/村,邱集镇,320324111203,320324111000
王宇村委会,社区/村,邱集镇,320324111204,320324111000
廖巷村委会,社区/村,邱集镇,320324111205,320324111000
小高村委会,社区/村,邱集镇,320324111206,320324111000
邦彦村委会,社区/村,邱集镇,320324111207,320324111000
王庄村委会,社区/村,邱集镇,320324111208,320324111000
大社村委会,社区/村,邱集镇,320324111209,320324111000
新闸村委会,社区/村,邱集镇,320324111210,320324111000
朱开村委会,社区/村,邱集镇,320324111211,320324111000
小苏村委会,社区/村,邱集镇,320324111212,320324111000
香店村委会,社区/村,邱集镇,320324111213,320324111000
大余村委会,社区/村,邱集镇,320324111214,320324111000
李甘村委会,社区/村,邱集镇,320324111216,320324111000
陈楼村委会,社区/村,邱集镇,320324111217,320324111000
腰圩村委会,社区/村,邱集镇,320324111218,320324111000
魏桥村委会,社区/村,邱集镇,320324111220,320324111000
东倪村委会,社区/村,邱集镇,320324111221,320324111000
大李村委会,社区/村,邱集镇,320324111223,320324111000
袁西村委会,社区/村,邱集镇,320324111224,320324111000
大主村委会,社区/村,邱集镇,320324111225,320324111000
关庙村委会,社区/村,邱集镇,320324111226,320324111000
沙祠村委会,社区/村,邱集镇,320324111227,320324111000
董塘村委会,社区/村,邱集镇,320324111228,320324111000
王术村委会,社区/村,邱集镇,320324111229,320324111000
仝海村委会,社区/村,邱集镇,320324111230,320324111000
高楼村委会,社区/村,邱集镇,320324111231,320324111000
古邳社区居委会,社区/村,古邳镇,320324112001,320324112000
圯桥社区居委会,社区/村,古邳镇,320324112002,320324112000
旧州社区居委会,社区/村,古邳镇,320324112003,320324112000
吕集社区居委会,社区/村,古邳镇,320324112004,320324112000
苗集社区居委会,社区/村,古邳镇,320324112005,320324112000
半山社区居委会,社区/村,古邳镇,320324112006,320324112000
戴楼村委会,社区/村,古邳镇,320324112204,320324112000
顾庄村委会,社区/村,古邳镇,320324112205,320324112000
官庄村委会,社区/村,古邳镇,320324112207,320324112000
骑河村委会,社区/村,古邳镇,320324112208,320324112000
汤山村委会,社区/村,古邳镇,320324112209,320324112000
吴口村委会,社区/村,古邳镇,320324112210,320324112000
望山村委会,社区/村,古邳镇,320324112211,320324112000
山西村委会,社区/村,古邳镇,320324112212,320324112000
巨山村委会,社区/村,古邳镇,320324112213,320324112000
新龙村委会,社区/村,古邳镇,320324112214,320324112000
下邳村委会,社区/村,古邳镇,320324112215,320324112000
湖东村委会,社区/村,古邳镇,320324112216,320324112000
郭庄村委会,社区/村,古邳镇,320324112217,320324112000
苗庄村委会,社区/村,古邳镇,320324112218,320324112000
陈吴村委会,社区/村,古邳镇,320324112219,320324112000
陈老庄村委会,社区/村,古邳镇,320324112220,320324112000
陈平楼村委会,社区/村,古邳镇,320324112221,320324112000
陆庄村委会,社区/村,古邳镇,320324112222,320324112000
果园村委会,社区/村,古邳镇,320324112224,320324112000
黄河村委会,社区/村,古邳镇,320324112226,320324112000
姚集社区居委会,社区/村,姚集镇,320324113001,320324113000
高党社区居委会,社区/村,姚集镇,320324113002,320324113000
刘店社区居委会,社区/村,姚集镇,320324113003,320324113000
张圩社区居委会,社区/村,姚集镇,320324113004,320324113000
大同社区居委会,社区/村,姚集镇,320324113005,320324113000
郭卢社区居委会,社区/村,姚集镇,320324113006,320324113000
李漫社区居委会,社区/村,姚集镇,320324113007,320324113000
房湾村委会,社区/村,姚集镇,320324113202,320324113000
王塘村委会,社区/村,姚集镇,320324113203,320324113000
石碑村委会,社区/村,姚集镇,320324113204,320324113000
程刘村委会,社区/村,姚集镇,320324113205,320324113000
道庄村委会,社区/村,姚集镇,320324113206,320324113000
青年村委会,社区/村,姚集镇,320324113207,320324113000
胡口村委会,社区/村,姚集镇,320324113208,320324113000
金武村委会,社区/村,姚集镇,320324113210,320324113000
二堡村委会,社区/村,姚集镇,320324113211,320324113000
八一村委会,社区/村,姚集镇,320324113212,320324113000
娄埝村委会,社区/村,姚集镇,320324113214,320324113000
赵场村委会,社区/村,姚集镇,320324113215,320324113000
大刘庄村委会,社区/村,姚集镇,320324113216,320324113000
魏山村委会,社区/村,姚集镇,320324113217,320324113000
杜湖村委会,社区/村,姚集镇,320324113219,320324113000
冯庄村委会,社区/村,姚集镇,320324113221,320324113000
张井村委会,社区/村,姚集镇,320324113222,320324113000
陈井村委会,社区/村,姚集镇,320324113223,320324113000
新安村委会,社区/村,姚集镇,320324113224,320324113000
梁山村委会,社区/村,姚集镇,320324113225,320324113000
蛟龙村委会,社区/村,姚集镇,320324113227,320324113000
王沃村委会,社区/村,姚集镇,320324113228,320324113000
油坊村委会,社区/村,姚集镇,320324113229,320324113000
铁寺村委会,社区/村,姚集镇,320324113230,320324113000
小楼村委会,社区/村,姚集镇,320324113231,320324113000
黄山前村委会,社区/村,姚集镇,320324113232,320324113000
刘集村委会,社区/村,姚集镇,320324113233,320324113000
张尹村委会,社区/村,姚集镇,320324113234,320324113000
马营村委会,社区/村,姚集镇,320324113236,320324113000
陶河社区居委会,社区/村,魏集镇,320324114001,320324114000
叶场社区居委会,社区/村,魏集镇,320324114002,320324114000
浦棠社区居委会,社区/村,魏集镇,320324114003,320324114000
王圩社区居委会,社区/村,魏集镇,320324114004,320324114000
马王社区居委会,社区/村,魏集镇,320324114005,320324114000
双楼村委会,社区/村,魏集镇,320324114202,320324114000
夏楼村委会,社区/村,魏集镇,320324114203,320324114000
白湖村委会,社区/村,魏集镇,320324114204,320324114000
王行村委会,社区/村,魏集镇,320324114206,320324114000
东朱村委会,社区/村,魏集镇,320324114209,320324114000
姜庄村委会,社区/村,魏集镇,320324114210,320324114000
七卜村委会,社区/村,魏集镇,320324114211,320324114000
张行村委会,社区/村,魏集镇,320324114212,320324114000
夏庄村委会,社区/村,魏集镇,320324114213,320324114000
张庄村委会,社区/村,魏集镇,320324114214,320324114000
大桥村委会,社区/村,魏集镇,320324114215,320324114000
韩坝村委会,社区/村,魏集镇,320324114216,320324114000
草庙村委会,社区/村,魏集镇,320324114219,320324114000
瓦房村委会,社区/村,魏集镇,320324114220,320324114000
张铺村委会,社区/村,魏集镇,320324114221,320324114000
新工村委会,社区/村,魏集镇,320324114222,320324114000
徐庄村委会,社区/村,魏集镇,320324114224,320324114000
戴庄村委会,社区/村,魏集镇,320324114225,320324114000
卢营村委会,社区/村,魏集镇,320324114226,320324114000
陆圩村委会,社区/村,魏集镇,320324114227,320324114000
徐场村,社区/村,魏集镇,320324114228,320324114000
伙房村委会,社区/村,魏集镇,320324114229,320324114000
乔单社区居委会,社区/村,魏集镇,320324114230,320324114000
张行果园场,社区/村,魏集镇,320324114231,320324114000
城北社区居委会,社区/村,魏集镇,320324114232,320324114000
张集村委会,社区/村,魏集镇,320324114233,320324114000
梁集社区居委会,社区/村,梁集镇,320324115001,320324115000
戚姬社区居委会,社区/村,梁集镇,320324115006,320324115000
刘圩社区居委会,社区/村,梁集镇,320324115008,320324115000
东联社区居委会,社区/村,梁集镇,320324115009,320324115000
李庄社区居委会,社区/村,梁集镇,320324115010,320324115000
毛庄社区居委会,社区/村,梁集镇,320324115011,320324115000
北河村委会,社区/村,梁集镇,320324115210,320324115000
梁圩村委会,社区/村,梁集镇,320324115211,320324115000
沈集村委会,社区/村,梁集镇,320324115212,320324115000
商郝村委会,社区/村,梁集镇,320324115216,320324115000
梨园村委会,社区/村,梁集镇,320324115218,320324115000
孙庙村委会,社区/村,梁集镇,320324115219,320324115000
刘祠村委会,社区/村,梁集镇,320324115220,320324115000
袁圩村委会,社区/村,梁集镇,320324115221,320324115000
高楼村委会,社区/村,梁集镇,320324115223,320324115000
大沙村委会,社区/村,梁集镇,320324115224,320324115000
李圩村委会,社区/村,梁集镇,320324115225,320324115000
余庄村委会,社区/村,梁集镇,320324115226,320324115000
杨圩社区居委会,社区/村,庆安镇,320324116004,320324116000
龙集社区居委会,社区/村,庆安镇,320324116005,320324116000
三闸社区居委会,社区/村,庆安镇,320324116006,320324116000
杜巷社区居委会,社区/村,庆安镇,320324116007,320324116000
西楼村委会,社区/村,庆安镇,320324116208,320324116000
鲍滩村委会,社区/村,庆安镇,320324116209,320324116000
杜朱村委会,社区/村,庆安镇,320324116210,320324116000
龙北村委会,社区/村,庆安镇,320324116213,320324116000
龙南村委会,社区/村,庆安镇,320324116214,320324116000
孙赵村委会,社区/村,庆安镇,320324116215,320324116000
骑路刘村委会,社区/村,庆安镇,320324116216,320324116000
耿庙村委会,社区/村,庆安镇,320324116217,320324116000
新朱村委会,社区/村,庆安镇,320324116218,320324116000
小刘村委会,社区/村,庆安镇,320324116219,320324116000
陈圩村委会,社区/村,庆安镇,320324116220,320324116000
龙西村委会,社区/村,庆安镇,320324116221,320324116000
梁庙村委会,社区/村,庆安镇,320324116222,320324116000
林庄村委会,社区/村,庆安镇,320324116223,320324116000
前营村委会,社区/村,庆安镇,320324116224,320324116000
东楼社区居委会,社区/村,庆安镇,320324116225,320324116000
官二社区居委会,社区/村,庆安镇,320324116226,320324116000
胡巷村委会,社区/村,庆安镇,320324116227,320324116000
苏源社区居委会,社区/村,经济开发区,320324401001,320324401000
金城社区居委会,社区/村,经济开发区,320324401002,320324401000
石桥社区居委会,社区/村,金山桥街道,320340001001,320340001000
碧西居委会,社区/村,金山桥街道,320340001002,320340001000
金苑居委会,社区/村,金山桥街道,320340001003,320340001000
桃园居委会,社区/村,金山桥街道,320340001004,320340001000
杨庄居委会,社区/村,金山桥街道,320340001005,320340001000
陶楼居委会,社区/村,金山桥街道,320340001006,320340001000
碧东居委会,社区/村,金山桥街道,320340001007,320340001000
孟家沟居委会,社区/村,东环街道,320340002001,320340002000
刘湾居委会,社区/村,东环街道,320340002002,320340002000
赵庄居委会,社区/村,东环街道,320340002003,320340002000
圩子居委会,社区/村,东环街道,320340002004,320340002000
星光社区居委会,社区/村,东环街道,320340002010,320340002000
中王庄居委会,社区/村,东环街道,320340002011,320340002000
东王庄居委会,社区/村,东环街道,320340002012,320340002000
前蟠桃居委会,社区/村,东环街道,320340002013,320340002000
后蟠桃居委会,社区/村,东环街道,320340002014,320340002000
桥南头居委会,社区/村,东环街道,320340002015,320340002000
三孔桥居委会,社区/村,大黄山街道,320340003013,320340003000
老户人居委会,社区/村,大黄山街道,320340003014,320340003000
前王村委会,社区/村,大黄山街道,320340003201,320340003000
湖庄村委会,社区/村,大黄山街道,320340003202,320340003000
小黄山村委会,社区/村,大黄山街道,320340003203,320340003000
大黄山村委会,社区/村,大黄山街道,320340003204,320340003000
夏庄村委会,社区/村,大黄山街道,320340003205,320340003000
可恋庄村委会,社区/村,大黄山街道,320340003206,320340003000
张庄村委会,社区/村,大黄山街道,320340003207,320340003000
坡里村委会,社区/村,大黄山街道,320340003208,320340003000
西朱村委会,社区/村,大黄山街道,320340003209,320340003000
荆山村委会,社区/村,大黄山街道,320340003210,320340003000
王可乐村委会,社区/村,大黄山街道,320340003211,320340003000
狼古墩村委会,社区/村,大黄山街道,320340003212,320340003000
大黄山镇,社区/村,大黄山街道,320340003215,320340003000
华美社区居委会,社区/村,大庙街道,320340004004,320340004000
华新社区居委会,社区/村,大庙街道,320340004005,320340004000
安顺社区居委会,社区/村,大庙街道,320340004006,320340004000
房亭社区居委会,社区/村,大庙街道,320340004009,320340004000
大黄山社区居委会,社区/村,大庙街道,320340004010,320340004000
家园社区居委会,社区/村,大庙街道,320340004011,320340004000
侯集村委会,社区/村,大庙街道,320340004202,320340004000
河套村委会,社区/村,大庙街道,320340004203,320340004000
孤山村委会,社区/村,大庙街道,320340004204,320340004000
前姚村委会,社区/村,大庙街道,320340004205,320340004000
后姚村委会,社区/村,大庙街道,320340004206,320340004000
安然村委会,社区/村,大庙街道,320340004207,320340004000
大庙村委会,社区/村,大庙街道,320340004208,320340004000
李庄村委会,社区/村,大庙街道,320340004213,320340004000
马庄村委会,社区/村,大庙街道,320340004214,320340004000
前坝村委会,社区/村,大庙街道,320340004215,320340004000
后坝村委会,社区/村,大庙街道,320340004216,320340004000
虎山村委会,社区/村,大庙街道,320340004217,320340004000
夏庄村委会,社区/村,大庙街道,320340004218,320340004000
李井村委会,社区/村,大庙街道,320340004219,320340004000
官庄村委会,社区/村,大庙街道,320340004220,320340004000
东湖社区,社区/村,大庙街道,320340004221,320340004000
龙蟠社区,社区/村,大庙街道,320340004222,320340004000
福泽社区,社区/村,金龙湖街道办事处,320340005001,320340005000
福鑫社区,社区/村,金龙湖街道办事处,320340005002,320340005000
翠湖社区,社区/村,金龙湖街道办事处,320340005003,320340005000
泰隆社区,社区/村,金龙湖街道办事处,320340005004,320340005000
沈店社区,社区/村,金龙湖街道办事处,320340005005,320340005000
金龙湖社区,社区/村,金龙湖街道办事处,320340005006,320340005000
晓山社区,社区/村,金龙湖街道办事处,320340005007,320340005000
美悦社区居委会,社区/村,金龙湖街道办事处,320340005008,320340005000
金山社区居委会,社区/村,金龙湖街道办事处,320340005009,320340005000
锦月社区居委会,社区/村,金龙湖街道办事处,320340005010,320340005000
明湖社区居委会,社区/村,金龙湖街道办事处,320340005011,320340005000
佟村,社区/村,金龙湖街道办事处,320340005108,320340005000
上山村,社区/村,金龙湖街道办事处,320340005109,320340005000
东贺村,社区/村,金龙湖街道办事处,320340005110,320340005000
西贺村,社区/村,金龙湖街道办事处,320340005111,320340005000
大湖村,社区/村,金龙湖街道办事处,320340005112,320340005000
龙田村委会,社区/村,徐庄镇,320340101201,320340101000
岗楼村委会,社区/村,徐庄镇,320340101202,320340101000
黄集村委会,社区/村,徐庄镇,320340101203,320340101000
来安村委会,社区/村,徐庄镇,320340101204,320340101000
岳庄村委会,社区/村,徐庄镇,320340101205,320340101000
周庄村委会,社区/村,徐庄镇,320340101206,320340101000
太平村委会,社区/村,徐庄镇,320340101207,320340101000
土楼村委会,社区/村,徐庄镇,320340101208,320340101000
王桥村委会,社区/村,徐庄镇,320340101209,320340101000
金井村委会,社区/村,徐庄镇,320340101210,320340101000
张家村委会,社区/村,徐庄镇,320340101211,320340101000
徐庄村委会,社区/村,徐庄镇,320340101212,320340101000
吴集村委会,社区/村,徐庄镇,320340101213,320340101000
重埠村委会,社区/村,徐庄镇,320340101214,320340101000
薛湖村委会,社区/村,徐庄镇,320340101215,320340101000
山黄村委会,社区/村,徐庄镇,320340101216,320340101000
赵疃村委会,社区/村,徐庄镇,320340101217,320340101000
安乐村委会,社区/村,徐庄镇,320340101218,320340101000
王楼村委会,社区/村,徐庄镇,320340101219,320340101000
毛庄村委会,社区/村,徐庄镇,320340101220,320340101000
吴楼村委会,社区/村,徐庄镇,320340101221,320340101000
苑山村委会,社区/村,徐庄镇,320340101222,320340101000
林场村民委员会,社区/村,徐庄镇,320340101226,320340101000
杉杉社区居委会,社区/村,苏山街道,320341001001,320341001000
康馨社区居委会,社区/村,苏山街道,320341001002,320341001000
丁楼社区居委会,社区/村,苏山街道,320341001003,320341001000
苏山社区居委会,社区/村,苏山街道,320341001004,320341001000
王新庄社区居委会,社区/村,苏山街道,320341001005,320341001000
玉潭佳苑社区居委会,社区/村,苏山街道,320341001006,320341001000
和美社区居委会,社区/村,苏山街道,320341001007,320341001000
苏山街道本级,社区/村,苏山街道,320341001999,320341001000
昕昕社区居委会,社区/村,庞庄街道,320341002001,320341002000
和苑社区居委会,社区/村,庞庄街道,320341002002,320341002000
拾西社区居委会,社区/村,庞庄街道,320341002003,320341002000
刘马路社区居委会,社区/村,庞庄街道,320341002004,320341002000
庞庄社区居委会,社区/村,庞庄街道,320341002005,320341002000
陈庄社区居委会,社区/村,庞庄街道,320341002006,320341002000
时代社区居委会,社区/村,庞庄街道,320341002007,320341002000
庞庄街道本级,社区/村,庞庄街道,320341002999,320341002000
新城社区居委会,社区/村,垞城街道办事处,320341003001,320341003000
垞城社区居委会,社区/村,垞城街道办事处,320341003002,320341003000
垞城街道本级,社区/村,垞城街道办事处,320341003999,320341003000
唐沟村委会,社区/村,柳新镇,320341100200,320341100000
李庄村委会,社区/村,柳新镇,320341100201,320341100000
东城村委会,社区/村,柳新镇,320341100202,320341100000
黑璋村委会,社区/村,柳新镇,320341100203,320341100000
孙庄村委会,社区/村,柳新镇,320341100204,320341100000
马楼村委会,社区/村,柳新镇,320341100205,320341100000
刘台村委会,社区/村,柳新镇,320341100206,320341100000
陈塘村委会,社区/村,柳新镇,320341100207,320341100000
杨场村委会,社区/村,柳新镇,320341100208,320341100000
苏家村委会,社区/村,柳新镇,320341100209,320341100000
中口村委会,社区/村,柳新镇,320341100210,320341100000
蔺家坝村委会,社区/村,柳新镇,320341100211,320341100000
魏庄村委会,社区/村,柳新镇,320341100212,320341100000
新桥村委会,社区/村,柳新镇,320341100213,320341100000
垞城村委会,社区/村,柳新镇,320341100214,320341100000
天齐村委会,社区/村,柳新镇,320341100215,320341100000
孙大庄村委会,社区/村,柳新镇,320341100216,320341100000
冯楼村委会,社区/村,柳新镇,320341100217,320341100000
柳新村委会,社区/村,柳新镇,320341100218,320341100000
柳新镇镇机关,社区/村,柳新镇,320341100219,320341100000
柳新镇本级,社区/村,柳新镇,320341100999,320341100000
垞城社区居委会,社区/村,垞城街道,320341705001,320341705000
新城社区居委会,社区/村,垞城街道,320341705002,320341705000
职工居委会,社区/村,新安街道办事处,320381001001,320381001000
新临居委会,社区/村,新安街道办事处,320381001002,320381001000
新安居委会,社区/村,新安街道办事处,320381001003,320381001000
城关居委会,社区/村,新安街道办事处,320381001004,320381001000
新苑居委会,社区/村,新安街道办事处,320381001005,320381001000
新兴居委会,社区/村,新安街道办事处,320381001006,320381001000
和平居委会,社区/村,新安街道办事处,320381001007,320381001000
新村居委会,社区/村,新安街道办事处,320381001008,320381001000
新华居委会,社区/村,新安街道办事处,320381001009,320381001000
新春居委会,社区/村,新安街道办事处,320381001010,320381001000
新南居委会,社区/村,新安街道办事处,320381001011,320381001000
新建居委会,社区/村,新安街道办事处,320381001017,320381001000
建业居委会,社区/村,新安街道办事处,320381001018,320381001000
公园居委会,社区/村,新安街道办事处,320381001021,320381001000
春华居委会,社区/村,新安街道办事处,320381001022,320381001000
团结居委会,社区/村,新安街道办事处,320381001023,320381001000
大桥居委会,社区/村,新安街道办事处,320381001024,320381001000
新中居委会,社区/村,新安街道办事处,320381001025,320381001000
百合居委会,社区/村,新安街道办事处,320381001026,320381001000
盛世居委会,社区/村,新安街道办事处,320381001027,320381001000
玫瑰居委会,社区/村,新安街道办事处,320381001028,320381001000
巨融居委会,社区/村,新安街道办事处,320381001029,320381001000
金鼎居委会,社区/村,新安街道办事处,320381001030,320381001000
新戴居委会,社区/村,新安街道办事处,320381001031,320381001000
新南村委会,社区/村,新安街道办事处,320381001205,320381001000
仲庄居委会,社区/村,北沟街道办事处,320381002001,320381002000
神山居委会,社区/村,北沟街道办事处,320381002002,320381002000
北沟居委会,社区/村,北沟街道办事处,320381002003,320381002000
南沟居委会,社区/村,北沟街道办事处,320381002004,320381002000
塔山居委会,社区/村,北沟街道办事处,320381002005,320381002000
田吴居委会,社区/村,北沟街道办事处,320381002006,320381002000
新东居委会,社区/村,北沟街道办事处,320381002007,320381002000
凤凰苑居委会,社区/村,北沟街道办事处,320381002008,320381002000
国信居委会,社区/村,北沟街道办事处,320381002009,320381002000
沭东花园居委会,社区/村,北沟街道办事处,320381002010,320381002000
双拥居委会,社区/村,北沟街道办事处,320381002011,320381002000
胜利居委会,社区/村,北沟街道办事处,320381002012,320381002000
新段居委会,社区/村,墨河街道办事处,320381003001,320381003000
倪墩居委会,社区/村,墨河街道办事处,320381003002,320381003000
马场居委会,社区/村,墨河街道办事处,320381003003,320381003000
双城居委会,社区/村,墨河街道办事处,320381003004,320381003000
